Date,Time,Elapsed Seconds,Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Dew Point-Dew Point (&#x2103;),Heat Index-Heat Index (&#x2103;),Pressure Altitude-Altitude (m),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb)
,,796.00,547,553.6,12,18,19,17.4,25.8,28.6,63.4,79.8,992.34,24.3,34.6,7.7,23.7,175.5,0.5,1
,,797.00,553,553.6,12,18,19,17.4,25.8,28.6,63.4,79.8,992.24,24.3,34.6,7.7,23.7,176.4,0.4,0.6
,,798.00,552,553.6,12,18,19,17.3,25.8,28.6,63.4,79.8,992.19,24.3,34.6,7.7,23.7,176.8,0.4,0.5
,,799.00,550,553.6,13,19,20,17.3,25.8,28.6,65.5,79.8,992.18,24.3,34.6,7.7,23.7,176.9,0.4,0
,,800.00,550,553.6,13,19,20,17.3,25.8,28.5,65.5,79.7,992.24,24.3,34.6,7.7,23.7,176.4,0.4,0.3
,,801.00,548,553.6,12,19,21,17.3,25.8,28.5,65.5,79.7,992.16,24.3,34.6,7.7,23.7,177,0.4,0.4
,,802.00,546,553.6,12,19,21,17.3,25.8,28.5,65.5,79.7,992.14,24.3,34.6,7.7,23.7,177.2,0.4,-0.1
,,803.00,545,553.6,12,19,21,17.3,25.7,28.5,65.5,79.7,992.14,24.3,34.6,7.7,23.7,177.3,0.4,0.8
,,804.00,550,553.6,12,19,21,17.3,25.7,28.5,65.5,79.7,992.14,24.3,34.6,7.7,23.7,177.2,0.4,-0.5
,,805.00,556,553.6,13,20,23,17.3,25.7,28.5,67.6,79.6,992.03,24.3,34.6,7.7,23.7,178.2,0.5,1
,,806.00,556,553.6,13,20,23,17.3,25.7,28.5,67.6,79.6,992.08,24.3,34.6,7.7,23.7,177.7,0.4,0.3
,,807.00,552,553.6,12,19,23,17.3,25.7,28.5,65.5,79.6,992.04,24.3,34.6,7.7,23.7,178.1,0.4,0.7
,,808.00,553,553.6,12,19,23,17.3,25.7,28.5,65.5,79.6,992.06,24.3,34.6,7.7,23.7,177.9,0.4,-0.3
,,809.00,553,553.6,13,20,26,17.3,25.7,28.5,67.6,79.6,992.06,24.3,34.6,7.7,23.7,177.9,0.4,0.8
,,810.00,552,553.6,13,20,26,17.3,25.7,28.5,67.6,79.6,992.05,24.3,34.6,7.7,23.7,178,0.4,0
,,811.00,550,553.6,13,20,25,17.3,25.7,28.5,67.6,79.6,992.05,24.3,34.6,7.7,23.7,178,0.4,0.5
,,812.00,552,553.6,13,20,25,17.3,25.7,28.5,67.6,79.6,992.02,24.3,34.6,7.7,23.7,178.2,0.4,0.7
,,813.00,553,553.6,14,20,26,17.3,25.7,28.5,67.6,79.6,991.98,24.3,34.6,7.7,23.7,178.5,0.4,-0.2
,,814.00,549,553.6,14,20,26,17.3,25.7,28.5,67.6,79.6,991.98,24.3,34.6,7.7,23.7,178.6,0.4,0.7
,,815.00,549,553.6,15,21,27,17.3,25.7,28.5,69.7,79.6,991.98,24.3,34.6,7.7,23.7,178.6,0.4,0.8
,,816.00,547,553.5,16,22,28,17.3,25.7,28.5,71.8,79.6,991.98,24.3,34.6,7.7,23.7,178.6,0.4,0.4
,,817.00,548,553.5,16,22,28,17.3,25.7,28.5,71.8,79.6,991.95,24.3,34.6,7.7,23.7,178.8,0.4,0
,,818.00,546,553.5,16,22,26,17.3,25.7,28.5,71.8,79.6,991.96,24.3,34.6,7.7,23.7,178.8,0.4,0.2
,,819.00,542,553.5,16,22,26,17.3,25.7,28.5,71.8,79.6,991.96,24.3,34.6,7.7,23.7,178.7,0.4,0.4
,,820.00,544,553.4,16,22,26,17.3,25.7,28.4,71.8,79.5,991.98,24.3,34.6,7.7,23.7,178.6,0.4,0.7
,,821.00,541,553.4,16,22,26,17.3,25.7,28.4,71.8,79.5,991.97,24.4,34.6,7.7,23.7,178.7,0.4,0
,,822.00,537,553.3,16,22,26,17.3,25.7,28.4,71.8,79.5,991.99,24.4,34.6,7.7,23.7,178.5,0.4,0.2
,,823.00,539,553.3,16,22,26,17.3,25.7,28.4,71.8,79.5,991.98,24.4,34.6,7.7,23.7,178.6,0.4,0
,,824.00,536,553.2,15,20,23,17.3,25.7,28.4,67.6,79.5,992.14,24.4,34.6,7.7,23.7,177.2,0.4,-0.3
,,825.00,532,553.1,15,20,23,17.3,25.7,28.4,67.6,79.5,992.08,24.4,34.6,7.7,23.7,177.7,0.4,0
,,826.00,528,553,15,20,23,17.3,25.7,28.4,67.6,79.5,992.14,24.4,34.6,7.7,23.7,177.2,0.4,0.3
,,827.00,530,552.9,15,20,21,17.3,25.7,28.4,67.6,79.5,992.25,24.4,34.6,7.7,23.7,176.3,0.5,0.9
,,828.00,536,552.8,15,21,22,17.3,25.7,28.4,69.7,79.5,992.32,24.4,34.6,7.7,23.7,175.7,0.4,0.5
,,829.00,532,552.7,15,21,22,17.3,25.6,28.4,69.7,79.5,992.44,24.4,34.6,7.7,23.8,174.7,0.4,0.3
,,830.00,533,552.6,15,21,23,17.3,25.6,28.4,69.7,79.4,992.5,24.4,34.6,7.7,23.8,174.1,0.4,0.4
,,831.00,533,552.5,16,22,24,17.3,25.6,28.3,71.8,79.4,992.56,24.4,34.6,7.7,23.8,173.6,0.5,1
,,832.00,536,552.4,15,20,23,17.3,25.6,28.3,67.6,79.4,992.64,24.4,34.6,7.7,23.8,173,0.4,-0.1
,,833.00,537,552.3,14,20,24,17.3,25.6,28.3,67.6,79.4,992.61,24.4,34.6,7.7,23.8,173.3,0.4,0.3
,,834.00,539,552.3,14,20,24,17.3,25.6,28.3,67.6,79.4,992.69,24.4,34.6,7.7,23.8,172.6,0.5,0.9
,,835.00,540,552.2,14,21,24,17.2,25.6,28.3,69.7,79.3,992.7,24.4,34.6,7.7,23.8,172.5,0.4,0.4
,,836.00,554,552.2,14,21,25,17.2,25.6,28.3,69.7,79.3,992.82,24.4,34.6,7.7,23.8,171.5,0.5,1.1
,,837.00,553,552.1,14,21,25,17.2,25.6,28.3,69.7,79.3,992.74,24.4,34.6,7.7,23.8,172.2,0.4,0.3
,,838.00,554,552.1,14,20,24,17.2,25.6,28.3,67.6,79.3,992.8,24.4,34.6,7.7,23.8,171.6,0.4,0.7
,,839.00,554,552,14,20,24,17.2,25.6,28.3,67.6,79.3,992.95,24.4,34.6,7.7,23.8,170.4,0.4,0
,,840.00,544,552,14,20,23,17.2,25.6,28.3,67.6,79.3,992.99,24.4,34.6,7.7,23.8,170,0.4,0.5
,,841.00,547,552,14,20,23,17.2,25.6,28.3,67.6,79.3,993.04,24.4,34.6,7.7,23.8,169.6,0.4,0.6
,,842.00,548,551.9,14,20,23,17.2,25.6,28.3,67.6,79.3,993.06,24.4,34.6,7.7,23.7,169.4,0.4,0.3
,,843.00,549,551.9,13,20,21,17.2,25.5,28.3,67.6,79.2,993.1,24.4,34.6,7.7,23.8,169.1,0.4,0.9
,,844.00,550,551.8,13,21,22,17.2,25.5,28.3,69.7,79.2,993.11,24.4,34.6,7.7,23.8,169.1,0.4,-0.3
,,845.00,550,551.8,13,21,22,17.2,25.5,28.3,69.7,79.2,993.13,24.4,34.6,7.7,23.8,168.8,0.4,0.5
,,846.00,549,551.8,14,21,21,17.2,25.5,28.3,69.7,79.2,993.08,24.4,34.6,7.7,23.7,169.3,0.4,-0.1
,,847.00,550,551.7,14,21,21,17.2,25.5,28.3,69.7,79.3,993.04,24.4,34.6,7.7,23.7,169.6,0.4,0
,,848.00,552,551.7,15,21,22,17.2,25.5,28.3,69.7,79.2,993.02,24.4,34.6,7.7,23.7,169.8,0.4,0
,,849.00,552,551.7,14,20,20,17.2,25.5,28.3,67.6,79.2,993.05,24.4,34.6,7.7,23.7,169.5,0.4,0.6
,,850.00,554,551.6,14,20,20,17.2,25.5,28.3,67.6,79.2,993.07,24.4,34.6,7.7,23.7,169.3,0.4,0.3
,,851.00,553,551.6,13,20,20,17.2,25.5,28.3,67.6,79.2,993.11,24.4,34.6,7.7,23.8,169.1,0.4,0.5
,,852.00,553,551.6,13,20,20,17.2,25.5,28.2,67.6,79.2,993.14,24.4,34.6,7.7,23.8,168.8,0.4,0.1
,,853.00,555,551.6,13,20,20,17.2,25.5,28.2,67.6,79.2,993.03,24.4,34.6,7.7,23.8,169.7,0.4,0.3
,,854.00,556,551.6,13,19,19,17.2,25.5,28.2,65.5,79.1,993.05,24.4,34.6,7.7,23.7,169.5,0.4,0
,,855.00,556,551.6,14,20,20,17.2,25.5,28.2,67.6,79.1,993.05,24.4,34.6,7.7,23.7,169.5,0.4,0.4
,,856.00,548,551.5,14,20,21,17.2,25.5,28.2,67.6,79.1,993.05,24.4,34.6,7.7,23.7,169.6,0.5,0.9
,,857.00,548,551.5,13,19,21,17.2,25.5,28.2,65.5,79.1,993.07,24.4,34.6,7.7,23.8,169.3,0.4,-0.4
,,858.00,549,551.5,13,19,21,17.2,25.5,28.2,65.5,79.1,993.02,24.4,34.6,7.7,23.8,169.8,0.4,0.8
,,859.00,547,551.5,13,19,21,17.2,25.4,28.2,65.5,79,993.01,24.4,34.6,7.7,23.7,169.9,0.4,0.4
,,860.00,545,551.4,13,18,22,17.2,25.4,28.2,63.4,79,992.96,24.4,34.6,7.7,23.7,170.3,0.4,0
,,861.00,542,551.4,13,18,22,17.2,25.4,28.2,63.4,79,992.93,24.4,34.6,7.7,23.7,170.6,0.4,-0.3
,,862.00,542,551.4,13,18,22,17.2,25.4,28.2,63.4,79,992.96,24.4,34.6,7.7,23.7,170.3,0.4,-0.2
,,863.00,546,551.3,13,18,21,17.2,25.4,28.2,63.4,79,992.94,24.4,34.6,7.7,23.7,170.5,0.4,0.5
,,864.00,537,551.3,12,17,20,17.2,25.4,28.2,61.3,78.9,992.91,24.4,34.6,7.7,23.7,170.7,0.4,0.7
,,865.00,535,551.3,12,17,20,17.2,25.4,28.2,61.3,78.9,992.93,24.4,34.6,7.7,23.7,170.6,0.4,0.7
,,866.00,538,551.2,13,18,22,17.1,25.4,28.2,63.4,78.9,992.94,24.4,34.6,7.7,23.7,170.4,0.4,-0.3
,,867.00,539,551.2,13,18,22,17.1,25.4,28.1,63.4,78.9,992.94,24.4,34.6,7.7,23.7,170.5,0.4,0
,,868.00,541,551.2,13,17,21,17.1,25.4,28.1,61.3,78.8,993.01,24.4,34.6,7.7,23.7,169.9,0.4,0.3
,,869.00,541,551.1,12,17,20,17.1,25.3,28.1,61.3,78.8,993.01,24.4,34.6,7.7,23.7,169.8,0.4,0.6
,,870.00,538,551.1,12,17,20,17.1,25.3,28.1,61.3,78.8,992.99,24.4,34.6,7.7,23.7,170,0.4,-0.4
,,871.00,542,551.1,13,17,20,17.1,25.3,28.1,61.3,78.8,993.04,24.4,34.6,7.7,23.7,169.6,0.4,0.3
,,872.00,542,551,12,18,20,17.1,25.3,28.1,63.4,78.8,993.08,24.4,34.6,7.7,23.7,169.3,0.4,-0.4
,,873.00,537,551,12,18,20,17.1,25.3,28.1,63.4,78.7,993.06,24.4,34.6,7.7,23.7,169.5,0.4,0.1
,,874.00,541,550.9,13,20,21,17.1,25.3,28.1,67.6,78.7,993.06,24.4,34.6,7.7,23.7,169.4,0.4,0.2
,,875.00,543,550.9,13,20,21,17.1,25.3,28.1,67.6,78.7,993.08,24.4,34.6,7.7,23.7,169.3,0.4,0.4
,,876.00,546,550.9,13,19,21,17.1,25.3,28.1,65.5,78.7,993.11,24.4,34.6,7.7,23.7,169,0.4,0.8
,,877.00,545,550.9,13,19,20,17.1,25.3,28.1,65.5,78.7,993.12,24.4,34.6,7.7,23.7,168.9,0.4,0.4
,,878.00,549,550.8,13,19,20,17.1,25.3,28,65.5,78.6,993.11,24.4,34.6,7.7,23.7,169,0.4,0.5
,,879.00,550,550.8,13,19,20,17.1,25.2,28,65.5,78.6,993.16,24.4,34.6,7.7,23.8,168.6,0.4,0
,,880.00,546,550.8,13,18,21,17.1,25.2,28,63.4,78.6,993.12,24.4,34.6,7.7,23.7,169,0.4,0.1
,,881.00,545,550.8,13,18,21,17,25.2,28,63.4,78.6,993.15,24.4,34.6,7.7,23.7,168.7,0.4,-0.5
,,882.00,539,550.8,13,18,21,17,25.2,28,63.4,78.5,993.17,24.4,34.6,7.7,23.7,168.5,0.4,0.7
,,883.00,537,550.7,12,18,21,17,25.2,28,63.4,78.5,993.13,24.4,34.6,7.7,23.7,168.8,0.4,0.5
,,884.00,535,550.7,13,20,22,17,25.2,28,67.6,78.5,993.12,24.4,34.6,7.7,23.7,168.9,0.4,0.9
,,885.00,537,550.6,13,20,22,17,25.2,28,67.6,78.5,993.08,24.4,34.6,7.7,23.7,169.2,0.4,-0.4
,,886.00,537,550.6,13,20,22,17,25.2,28,67.6,78.5,993.12,24.4,34.6,7.7,23.7,168.9,0.4,0.7
,,887.00,539,550.5,13,20,22,17,25.2,28,67.6,78.4,993.13,24.4,34.6,7.7,23.7,168.9,0.4,-0.3
,,888.00,537,550.5,12,20,23,17,25.2,28,67.6,78.4,993.16,24.4,34.6,7.7,23.7,168.6,0.4,0.2
,,889.00,537,550.4,12,18,21,17,25.1,28,63.4,78.4,993.19,24.4,34.6,7.7,23.8,168.3,0.4,-0.2
,,890.00,539,550.4,11,18,21,17,25.1,27.9,63.4,78.4,993.17,24.4,34.6,7.7,23.8,168.5,0.4,0.9
,,891.00,545,550.4,11,19,20,17,25.1,27.9,65.5,78.4,993.01,24.4,34.6,7.7,23.7,169.8,0.4,0.7
,,892.00,547,550.3,11,19,21,17,25.1,27.9,65.5,78.4,993.19,24.4,34.6,7.7,23.8,168.3,0.4,-0.2
,,893.00,549,550.3,12,20,22,17,25.1,27.9,67.6,78.3,993.2,24.4,34.6,7.7,23.8,168.2,0.4,0.7
,,894.00,550,550.2,12,21,24,17,25.1,27.9,69.7,78.3,993.21,24.4,34.6,7.7,23.8,168.2,0.4,0
,,895.00,550,550.2,12,22,25,16.9,25.1,27.9,71.8,78.3,993.22,24.4,34.6,7.7,23.8,168,0.4,0.6
,,896.00,555,550.2,13,25,27,16.9,25.1,27.9,78.1,78.3,993.28,24.4,34.6,7.7,23.8,167.6,0.4,-0.1
,,897.00,559,550.2,13,25,27,16.9,25.1,27.9,78.1,78.3,993.23,24.4,34.6,7.7,23.8,168,0.4,-0.2
,,898.00,558,550.1,13,25,27,16.9,25.1,28,78.1,78.4,993.27,24.4,34.6,7.7,23.8,167.6,0.4,0.9
,,899.00,558,550.1,12,24,26,16.9,25.1,28,76,78.4,993.32,24.4,34.6,7.8,23.8,167.2,0.4,-0.3
,,900.00,557,550.1,11,23,26,16.9,25.1,28,73.9,78.4,993.3,24.4,34.6,7.8,23.8,167.4,0.4,0.1
,,901.00,554,550.1,11,24,26,16.9,25.1,28,76,78.4,993.29,24.4,34.6,7.8,23.8,167.5,0.4,-0.5
,,902.00,555,550.1,11,22,25,16.9,25.1,28,71.8,78.3,993.3,24.4,34.6,7.8,23.8,167.4,0.4,0.3
,,903.00,555,550.1,12,23,26,16.9,25.1,28,73.9,78.3,993.27,24.4,34.6,7.7,23.8,167.7,0.4,-0.3
,,904.00,553,550.1,11,22,25,16.9,25.1,28,71.8,78.3,993.25,24.4,34.6,7.8,23.8,167.8,0.5,1.1
,,905.00,551,550,11,21,25,16.9,25.1,28,69.7,78.3,993.27,24.4,34.6,7.8,23.8,167.6,0.4,0.4
,,906.00,549,550,11,21,25,16.9,25.1,28,69.7,78.3,993.26,24.4,34.6,7.7,23.8,167.7,0.4,0.1
,,907.00,549,550,11,21,25,16.9,25.1,28,69.7,78.3,993.22,24.4,34.6,7.7,23.7,168.1,0.4,0.5
,,908.00,546,549.9,13,23,26,16.9,25.1,28,73.9,78.3,993.31,24.4,34.6,7.7,23.8,167.3,0.4,0.3
,,909.00,547,549.9,12,22,25,16.8,25.1,28,71.8,78.3,993.29,24.4,34.6,7.8,23.8,167.5,0.4,0.3
,,910.00,550,549.9,12,22,25,16.8,25.1,28,71.8,78.3,993.28,24.4,34.6,7.7,23.8,167.5,0.4,0.9
,,911.00,555,549.8,13,21,25,16.8,25.1,27.9,69.7,78.2,993.28,24.4,34.6,7.8,23.8,167.6,0.4,0.5
,,912.00,555,549.8,13,21,26,16.8,25.1,27.9,69.7,78.2,993.29,24.4,34.6,7.7,23.8,167.5,0.4,0.5
,,913.00,554,549.8,13,21,26,16.8,25,27.9,69.7,78.2,993.28,24.4,34.6,7.8,23.8,167.5,0.4,0.5
,,914.00,555,549.8,13,20,25,16.8,25,27.9,67.6,78.2,993.3,24.4,34.6,7.8,23.8,167.4,0.4,0
,,915.00,553,549.7,14,21,26,16.8,25,27.9,69.7,78.2,993.3,24.4,34.6,7.8,23.8,167.4,0.4,0.6
,,916.00,555,549.7,14,21,27,16.8,25,27.9,69.7,78.2,993.33,24.4,34.6,7.8,23.8,167.2,0.4,0.4
,,917.00,551,549.7,13,21,27,16.8,25,27.9,69.7,78.1,993.38,24.4,34.6,7.8,23.8,166.8,0.4,0.4
,,918.00,546,549.6,13,21,27,16.8,25,27.9,69.7,78.1,993.37,24.4,34.6,7.8,23.8,166.8,0.4,0.4
,,919.00,549,549.6,13,21,27,16.8,25,28,69.7,78.1,993.33,24.4,34.6,7.8,23.8,167.1,0.4,0.5
,,920.00,550,549.6,14,20,25,16.8,25,28,67.6,78.1,993.36,24.4,34.6,7.8,23.8,166.9,0.4,0.3
,,921.00,546,549.5,13,19,24,16.8,25,28,65.5,78.1,993.36,24.4,34.6,7.8,23.8,166.9,0.4,0.5
,,922.00,547,549.5,12,18,22,16.8,25,28,63.4,78.1,993.39,24.4,34.6,7.8,23.8,166.6,0.4,0.3
,,923.00,553,549.5,12,18,22,16.8,25,28,63.4,78.1,993.4,24.4,34.6,7.8,23.8,166.6,0.5,1
,,924.00,545,549.5,12,18,21,16.7,25,28,63.4,78.1,993.36,24.4,34.6,7.8,23.8,166.9,0.4,0.5
,,925.00,550,549.5,11,17,20,16.7,25,28,61.3,78.1,993.4,24.4,34.6,7.8,23.8,166.5,0.4,0.3
,,926.00,550,549.5,11,17,20,16.7,25,28,61.3,78.1,993.45,24.4,34.6,7.8,23.8,166.1,0.4,0.4
,,927.00,551,549.5,11,17,20,16.7,25,27.9,61.3,78,993.41,24.4,34.6,7.8,23.8,166.5,0.4,-0.3
,,928.00,551,549.4,13,22,24,16.7,25,28,71.8,78,993.46,24.4,36,8.4,23.8,166.1,0.4,0.4
,,929.00,555,549.4,14,23,25,16.7,25,28,73.9,78.1,993.41,24.4,34.6,7.8,23.8,166.5,0.4,0.5
,,930.00,555,549.4,14,23,25,16.7,25,28,73.9,78.1,993.47,24.4,36,8.4,23.8,166,0.4,0.5
,,931.00,555,549.4,14,24,27,16.7,25,28,76,78.1,993.45,24.4,36,8.3,23.8,166.2,0.4,-0.4
,,932.00,550,549.4,14,25,28,16.7,25,28,78.1,78.1,993.45,24.4,34.6,7.8,23.8,166.1,0.4,0.4
,,933.00,550,549.4,14,25,30,16.7,25,28,78.1,78.1,993.47,24.4,34.6,7.8,23.8,166,0.4,0.6
,,934.00,553,549.4,13,24,29,16.7,25,28,76,78.1,993.44,24.4,34.6,7.8,23.8,166.2,0.4,-0.1
,,935.00,553,549.4,13,24,29,16.7,25,28,76,78.1,993.43,24.4,34.6,7.8,23.8,166.3,0.4,0.3
,,936.00,550,549.3,13,22,27,16.7,25,28,71.8,78.1,993.57,24.4,34.6,7.8,23.8,165.1,0.4,0.1
,,937.00,553,549.3,12,21,25,16.7,25,28,69.7,78.1,993.48,24.4,34.6,7.8,23.8,165.9,0.4,0.6
,,938.00,553,549.3,12,21,25,16.6,25,28,69.7,78.1,993.53,24.4,34.6,7.8,23.8,165.5,0.4,-0.1
,,939.00,551,549.3,12,21,25,16.6,25,28,69.7,78.1,993.47,24.4,34.6,7.8,23.8,165.9,0.4,0.5
,,940.00,547,549.3,12,20,23,16.6,25,28,67.6,78.1,993.5,24.4,36,8.4,23.9,165.8,0.4,0.7
,,941.00,549,549.3,12,20,23,16.6,25,28,67.6,78.1,993.53,24.4,36,8.4,23.9,165.5,0.4,0.9
,,942.00,549,549.2,12,20,23,16.6,25,28,67.6,78.1,993.49,24.4,36,8.4,23.9,165.8,0.4,-0.2
,,943.00,549,549.2,12,19,21,16.6,25,28,65.5,78,993.5,24.4,36,8.4,23.9,165.7,0.4,0.9
,,944.00,545,549.2,12,18,20,16.6,25,28,63.4,78,993.48,24.4,34.6,7.8,23.8,165.9,0.4,0.4
,,945.00,546,549.1,12,18,20,16.6,25,28,63.4,78,993.47,24.4,34.6,7.8,23.8,166,0.4,0.9
,,946.00,546,549.1,12,19,21,16.6,24.9,28,65.5,78,993.46,24.4,34.6,7.8,23.8,166,0.4,0.5
,,947.00,543,549,12,19,21,16.6,24.9,27.9,65.5,78,993.42,24.4,34.6,7.8,23.8,166.4,0.4,0.8
,,948.00,545,549,12,18,21,16.5,24.9,27.9,63.4,77.9,993.45,24.4,36,8.4,23.9,166.1,0.4,0.1
,,949.00,550,549,11,17,17,16.5,24.9,27.9,61.3,77.9,993.42,24.4,36,8.4,23.9,166.4,0.4,-0.2
,,950.00,550,548.9,11,17,17,16.5,24.9,27.9,61.3,77.9,993.42,24.4,36,8.4,23.9,166.4,0.4,-0.1
,,951.00,547,548.9,12,17,17,16.5,24.9,27.9,61.3,77.9,993.44,24.4,36,8.4,23.9,166.2,0.4,0.5
,,952.00,550,548.9,13,18,18,16.5,24.9,27.9,63.4,77.8,993.48,24.4,34.6,7.8,23.8,165.9,0.5,1
,,953.00,549,548.9,13,18,18,16.5,24.9,27.9,63.4,77.8,993.52,24.4,36,8.4,23.9,165.6,0.4,0.5
,,954.00,547,548.9,13,19,19,16.5,24.9,27.8,65.5,77.8,993.53,24.4,34.6,7.8,23.8,165.5,0.4,0.9
,,955.00,547,548.8,13,19,19,16.5,24.9,27.8,65.5,77.8,993.5,24.4,34.6,7.8,23.8,165.7,0.4,-0.3
,,956.00,546,548.8,12,18,18,16.5,24.8,27.8,63.4,77.8,993.63,24.4,34.6,7.8,23.8,164.6,0.4,0.7
,,957.00,549,548.8,12,17,19,16.5,24.8,27.8,61.3,77.8,993.64,24.4,34.6,7.8,23.8,164.5,0.5,0.9
,,958.00,549,548.7,12,17,19,16.5,24.8,27.8,61.3,77.7,993.67,24.4,34.6,7.8,23.8,164.3,0.4,-0.4
,,959.00,546,548.7,12,17,19,16.5,24.8,27.8,61.3,77.7,993.66,24.4,36,8.4,23.9,164.3,0.4,0.9
,,960.00,542,548.7,12,18,20,16.5,24.8,27.8,63.4,77.7,993.66,24.4,36,8.4,23.8,164.4,0.4,0.1
,,961.00,538,548.7,12,18,20,16.4,24.8,27.8,63.4,77.7,993.65,24.4,36,8.4,23.8,164.4,0.5,1
,,962.00,538,548.6,12,18,20,16.4,24.8,27.8,63.4,77.7,993.69,24.4,36,8.4,23.8,164.1,0.4,-0.5
,,963.00,537,548.6,12,18,20,16.4,24.8,27.8,63.4,77.6,993.71,24.4,36,8.4,23.8,164,0.4,0.2
,,964.00,537,548.6,13,19,23,16.4,24.8,27.8,65.5,77.6,993.75,24.4,36,8.4,23.8,163.6,0.4,0.2
,,965.00,541,548.5,13,18,21,16.4,24.8,27.8,63.4,77.6,993.77,24.4,36,8.4,23.8,163.4,0.4,0
,,966.00,542,548.5,13,18,21,16.4,24.8,27.8,63.4,77.6,993.79,24.4,36,8.4,23.8,163.2,0.4,0.7
,,967.00,542,548.4,13,18,25,16.4,24.8,27.8,63.4,77.6,993.73,24.4,36,8.3,23.8,163.8,0.4,0.8
,,968.00,546,548.4,13,18,24,16.4,24.8,27.8,63.4,77.6,993.74,24.4,36,8.3,23.8,163.7,0.4,0.6
,,969.00,549,548.4,13,18,24,16.4,24.7,27.8,63.4,77.6,993.78,24.4,36,8.3,23.8,163.4,0.4,0.7
,,970.00,546,548.4,13,18,25,16.4,24.7,27.8,63.4,77.6,993.8,24.4,36,8.3,23.8,163.1,0.4,0.2
,,971.00,546,548.3,13,19,25,16.4,24.7,27.8,65.5,77.5,993.8,24.4,36,8.3,23.8,163.2,0.5,1
,,972.00,543,548.3,13,19,25,16.4,24.7,27.8,65.5,77.5,993.79,24.4,36,8.3,23.8,163.3,0.4,0.1
,,973.00,545,548.3,13,18,23,16.4,24.7,27.8,63.4,77.5,993.81,24.4,36,8.3,23.8,163.1,0.4,0.2
,,974.00,542,548.2,13,18,23,16.4,24.7,27.8,63.4,77.5,993.82,24.4,36,8.3,23.8,163,0.4,0.3
,,975.00,539,548.2,13,19,23,16.4,24.7,27.8,65.5,77.5,993.77,24.4,36,8.3,23.8,163.4,0.4,0.5
,,976.00,537,548.2,12,18,22,16.4,24.7,27.8,63.4,77.5,993.75,24.4,36,8.3,23.8,163.6,0.5,1
,,977.00,541,548.2,13,18,23,16.4,24.7,27.8,63.4,77.4,993.77,24.4,36,8.3,23.8,163.5,0.4,-0.5
,,978.00,541,548.1,13,18,23,16.4,24.7,27.8,63.4,77.4,993.76,24.4,34.6,7.7,23.7,163.5,0.4,-0.1
,,979.00,545,548.1,13,18,23,16.4,24.7,27.7,63.4,77.4,993.75,24.4,34.6,7.7,23.7,163.6,0.4,0.7
,,980.00,546,548.1,13,18,22,16.3,24.7,27.7,63.4,77.4,993.77,24.3,34.6,7.7,23.7,163.4,0.4,0.4
,,981.00,542,548.1,12,17,21,16.3,24.6,27.7,61.3,77.3,993.75,24.3,34.6,7.7,23.7,163.6,0.4,0.1
,,982.00,538,548,13,18,22,16.3,24.6,27.7,63.4,77.3,993.75,24.3,34.6,7.7,23.7,163.6,0.4,0.2
,,983.00,538,548,13,18,22,16.3,24.6,27.7,63.4,77.3,993.75,24.3,36,8.3,23.8,163.6,0.4,0.1
,,984.00,546,548,12,18,19,16.3,24.6,27.7,63.4,77.3,993.72,24.3,34.6,7.7,23.7,163.9,0.4,0
,,985.00,549,548,12,18,19,16.3,24.6,27.7,63.4,77.2,993.7,24.3,34.6,7.7,23.7,164,0.4,-0.4
,,986.00,549,548,12,18,19,16.3,24.6,27.7,63.4,77.2,993.77,24.3,34.6,7.7,23.7,163.4,0.4,0.4
,,987.00,554,548,12,18,18,16.3,24.6,27.6,63.4,77.2,993.73,24.3,36,8.3,23.7,163.8,0.4,0.5
,,988.00,548,548,11,17,18,16.3,24.5,27.6,61.3,77.1,993.74,24.3,36,8.3,23.7,163.7,0.5,1
,,989.00,550,548,11,17,18,16.3,24.5,27.6,61.3,77.1,993.73,24.3,36,8.3,23.7,163.7,0.4,0.6
,,990.00,554,548,12,18,20,16.2,24.5,27.6,63.4,77.1,993.73,24.3,36,8.3,23.7,163.8,0.4,-0.3
,,991.00,553,548,12,18,20,16.2,24.5,27.6,63.4,77.1,993.71,24.3,36,8.3,23.7,163.9,0.4,-0.2
,,992.00,552,548.1,10,17,19,16.2,24.5,27.6,61.3,77,993.74,24.3,36,8.3,23.7,163.7,0.4,0.6
,,993.00,553,548.1,11,17,18,16.2,24.5,27.5,61.3,77,993.7,24.3,36,8.2,23.7,164,0.4,0.1
,,994.00,552,548.1,11,17,18,16.2,24.5,27.5,61.3,77,993.72,24.3,36,8.2,23.7,163.9,0.4,-0.4
,,995.00,554,548.1,11,17,19,16.2,24.4,27.5,61.3,76.9,993.7,24.3,36,8.2,23.7,164,0.4,0.6
